OTU	isolate	Genus	lable	percentage_identity	alignment_length
DQ804820.1.1407	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
JQ460757.1.1415	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
U87829.1.1480	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.515	206
JQ469269.1.1400	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.029	206
KF094892.1.1366	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JF128566.1.1370	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JF232360.1.1370	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	98.544	206
JQ449823.1.1382	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
LQRF01000396.3821.5386	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.029	206
GQ155757.1.1357	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.117	206
JQ448586.1.1407	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	98.058	206
KF101781.1.1363	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
HM294863.1.1366	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JF149884.1.1368	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
297db2f59f8376aa5acdba90feb523931baf4623	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
JF225442.1.1370	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
e50b637e1a0e7c64c266b2b0e1e6f9d7b1655227	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	95.146	206
KF105666.1.1385	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
KF098534.1.1371	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
JF148635.1.1370	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JQ471125.1.1390	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.029	206
JF118475.1.1365	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
KF068717.1.1372	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	95.631	206
AB828326.1.1544	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
0e94b882b9c53edd4434da55abb6818d567e2047	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
FJ558197.1.1408	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
10542a0398eabb7ecdf83d01cc755aaab7282e73	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
JQ460640.1.1417	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
GU045383.1.1369	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
FJ557914.1.1410	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
KF098517.1.1373	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JQ455719.1.1402	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
HQ804699.1.1455	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JF189380.1.1368	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
KU324914.1.1231	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JQ475634.1.1413	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
KF102316.1.1366	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JF024825.1.1368	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
CP002904.82570.84111	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
FJ823144.1.1455	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.515	206
JF216820.1.1370	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JQ449877.1.1409	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	98.058	206
U87827.1.1473	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.029	206
GU045381.1.1442	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.117	206
FJ976248.1.1389	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
JF237655.1.1368	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
DQ800414.1.1407	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.515	206
KF103975.1.1369	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JQ454228.1.1388	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
JF067804.1.1374	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
AY858521.1.1538	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	95.631	206
JF239639.1.1367	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
FJ773366.1.1414	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
FJ823151.1.1442	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
KC545882.1.1494	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
EF511169.1.1491	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
DQ016729.1.1530	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
HM778156.1.1535	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JF238497.1.1369	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
KF101400.1.1362	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
KF102911.1.1369	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
HQ812905.1.1457	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
KF101836.1.1370	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.602	206
JQ455453.1.1415	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JQ448802.1.1414	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
FJ975823.1.1358	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.029	206
KF099405.1.1366	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	95.146	206
JF189462.1.1369	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.117	206
KF091700.1.1356	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	95.631	206
CP003993.370114.371659	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	98.058	206
JQ453122.1.1401	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
HK557133.1.1346	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.515	206
JQ448679.1.1337	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JF234231.1.1375	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	95.631	206
HK557129.1.1351	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JQ471202.1.1408	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JQ460740.1.1408	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JF150859.1.1383	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JQ446761.1.1416	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.029	206
JQ448431.1.1389	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JF229272.1.1368	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.029	206
KF101499.1.1379	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.515	206
0d5fdaa9c449ea32447752ec8f9f5f8050c757f0	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	95.631	206
LQRG01000016.144.1709	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	98.058	206
JQ453381.1.1414	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
JQ455986.1.1402	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JQ449753.1.1410	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.515	206
KF077130.1.1368	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
EU432160.1.1564	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.087	206
JQ471569.1.1377	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	97.573	206
KU978236.1.1528	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	99.515	206
ee527d957c2d5b4ab740d808cb9fc0a3fb67bf39	Streptococcus_parasanguinis_27098_8_99	Streptococcus	Streptococcus spp. 27098_8_99	96.117	206
FJ975968.1.1364	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
CP002904.82570.84111	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
JQ460960.1.1406	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JF240847.1.1378	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	99.029	206
0e94b882b9c53edd4434da55abb6818d567e2047	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
U87828.1.1484	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
KF101351.1.1355	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
DQ804820.1.1407	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JQ456389.1.1409	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
JF234074.1.1370	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
KU533891.1.1515	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
U87827.1.1473	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
JQ448586.1.1407	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
JF163284.1.1367	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
GQ267980.1.1474	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
FJ557914.1.1410	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
DQ016843.1.1509	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
JF134258.1.1367	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
KF095489.1.1369	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JQ469269.1.1400	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
HQ818231.1.1461	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	99.515	206
FJ823144.1.1455	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
KF101836.1.1370	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JF238497.1.1369	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
KF098535.1.1366	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
DQ016705.1.1513	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
a917618344ee36b50bf3e80c0b0c636d0e042ad6	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
JQ466556.1.1412	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
HQ758750.1.1456	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
HQ757925.1.1438	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JF174774.1.1371	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
HQ176225.1.1507	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
KF101499.1.1379	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
JF232360.1.1370	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
KP851851.1.1537	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
JQ471569.1.1377	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
AB828326.1.1544	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	97.573	206
KF102911.1.1369	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
KF105666.1.1385	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
KM461976.1.1523	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
FJ975836.1.1366	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
GQ398430.1.1537	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
CP003993.370114.371659	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
DQ796327.1.1412	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
FJ773368.1.1413	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
JQ453333.1.1413	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
AY923134.1.1554	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JF229272.1.1368	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
KF105625.1.1357	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
KC545882.1.1494	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JQ449753.1.1410	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
FJ975971.1.1357	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	97.087	206
KU324927.1.1338	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
KF098534.1.1371	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JQ446761.1.1416	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
KF094495.1.1368	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
LQRF01000396.3821.5386	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	97.087	206
JF414111.1.1515	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.602	206
FJ975823.1.1358	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
AF235052.1.1547	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
DQ800414.1.1407	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
AB559671.1.1541	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
AB002523.1.1496	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
KU324914.1.1231	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
KF091700.1.1356	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
HK557133.1.1346	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
KU978236.1.1528	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
JF235744.1.1289	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JQ471125.1.1390	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
AY858521.1.1538	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	98.058	206
JQ471047.1.1395	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JF172246.1.1367	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
AB182324.1.1554	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
JQ468401.1.1414	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	99.029	206
LQRG01000016.144.1709	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.631	206
U87829.1.1480	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
HQ769311.1.1452	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
KX357822.1.1444	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
FJ976248.1.1389	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	100	206
HQ818743.1.1458	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	99.029	206
JQ454228.1.1388	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	95.146	206
HQ804402.1.1457	Streptococcus_periodonticum_27098_8_173	Streptococcus	Streptococcus anginosus 27098_8_173	96.117	206
KF095899.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.544	206
JQ448788.1.1406	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
KJ575555.1.1451	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
26887e87c899e4647226191df57704daa9e4f793	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
HQ818231.1.1461	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
JQ462368.1.1423	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF239562.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JF011534.1.1372	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF128566.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JF225442.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ453381.1.1414	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
CRCN01000468.75.1610	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ449823.1.1382	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF163670.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
GQ398430.1.1537	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
JQ471202.1.1408	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
HQ804699.1.1455	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
FJ557914.1.1410	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
8fe4bd38697a9896c656110072882da6dff8a085	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.117	206
JQ448398.1.1440	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
U87827.1.1473	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
KF098395.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
KF103975.1.1369	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
EU705393.1.1313	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ460740.1.1408	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
KF098517.1.1373	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ449753.1.1410	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JF140912.1.1357	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
CP002904.82570.84111	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
HK557133.1.1346	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
124b5f4d3105a8288a1a5075e3873152bd2795f5	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
AB002523.1.1496	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
KP851851.1.1537	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
AY923137.1.1467	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF189462.1.1369	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.058	206
JF047448.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF216820.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
HQ809868.1.1460	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ471000.1.1307	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
DQ796327.1.1412	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
0d5fdaa9c449ea32447752ec8f9f5f8050c757f0	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
JF142767.1.1369	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.544	206
AY923127.1.1556	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
